text,count
DOUBLE CLOTH WITH POSITIVE AND NEGATIVE FACES (1 & 2 WARPS X 1 & 2 WEFTS),21
"APPLIQUE, MACHINE STITCHED",20
BASKET-WORK,20
"PLAIN WEAVE, EMBROIDERY",20
"VITREOUS ENAMEL, STENCILED",20
BAMBOO SHAFT; SELF POINT; FEATHERED; TWISTED COTTON WRAPPING.,20
NEGATIVE PAINTING,20
"WARP STRIP AND WEFT STRIPES, IKAT",20
"CHIPPED, EDGED",20
RED SLIP,20
"POTTERY, RED-ON-YELLOW",20
"POTTERY, DUBONNET REDWARE",20
"POTTERY, RUST RED SMOOTH WARE",20
"POTTERY, ZAQUIL BLACK",20
FRINGED,19
"CARVED, NOTCHED",19
"NOTCHED, INCISED",19
BURNED,19
GROUND,19
"DRAWING, POLYCHROME",19
HAND WOVEN,19
CROSS-STITCH EMBROIDERY,19
MACHINE EMBROIDERY,19
TIP BARBED ON ONE SIDE.,19
ECCENTRIC BARBING,19
"RED-ON-YELLOW, SLICK POLISH",19
"POTTERY, PANUCO TYPE C",19
"POTTERY, GRAPHITE WARE, INCENSARIO",19
"POTTERY, FLAKED",19
STRIATED,18
THIN WASH,18
"POTTERY, COFFEE BEAN EYE TYPE",18
"POTTERY, TANCOL POLYCHROME",18
"POTTERY, AZTEC 1, CULHUACAN BLACK ON ORANGE",18
"PAINTED, INCISED",17
"INCISED, NOTCHED",17
"CARVED, OPEN WORK",17
"CARVED, BARBED",17
DIAGONAL TWILL WEAVE,17
BEAD,17
"KNIT, EMBROIDERED",17
"POTTERY, BLACK ON RED",17
"POTTERY, GRAPHITE BLACK ON RED",17
"POTTERY, HUASTECA BLACK ON WHITE",17
"POTTERY, PANUCO GREY",17
"POTTERY, CHICHEN MEDIUM PASTE SLATE WARE",17
"PLAITED, CARVED",16
EMBOSSED,16
PLAIN WEAVE WITH EMBROIDERY,16
CUT,16
PLAIN WEAVE 1X1; HORIZONTAL STRIPES 3X2,16
DIAGONALLY PLAITED,16
RUBBING,16
"INCISED, STAMPED",16
INCISED AT ONE END; PURPLE DYE RUBBED INTO INCISIONS,16
TWISTED PALM FIBER CORD WITH SHIELD,16
DOUBLE-FACED SLIT TAPESTRY,16
"POTTERY, BLACK WARE",16
"POTTERY, UNSLIPPED",16
POLISHED LINE,16
TICOMAN TYPE,16
TEOTIHUCAN II,16
TEO II SLIT EYE,16
"POTTERY, TETRACHROME",16
ORANGE WARE,16
"POTTERY, SMITHEREDWARE",16
"POTTERY, PORTRAIT TYPE",16
"POTTERY, HUASTECA BLACK-ON-WHITE",16
"POTTERY, PLAIN WARE GREY",16
"POTTERY, BURNT ORANGE",16
DOUBLE CLOTH WITH POSITIVE AND NEGATIVE FACES (1 & 2 WARPS X 1 & 2+ WEFTS),16
"CARVED, GROOVED",15
"INLAY, CARVED",15
BRAIDED (OBLIQUE TWILL INTERLACING),15
INSCRIBED,15
OPEN WORK,15
"EMBROIDERED, APPLIQUÉD",15
PRINTED (CHIYOGAMI),15
"CARVED, DRILLED",15
NETTED BAG,15
COMPLIMENTARY DOUBLE-FACED WARP PATTERNING,15
"CRADLE:RIBBED TAPESTRY, VERTICAL WRAPPING OF HORIZONTAL ELEMENTS, BRAIDING",15
"CRADLE:RIBBED TAPESTRY, BRAIDING",15
VARIOUS PLAIDS,15
WARP STRIPED WITH IKAT,15
PAINTED (?),15
"POTTERY, BROWNISH REDWARE",15
"POTTERY, TYPE A",15
"POTTERY, TRICHROME",15
"POTTERY, RED ON BUFF, POLISHED",15
"POTTERY, LAS FLORES BLACK ON RED",15
"POTTERY, PANUCO CRUDE, BLACK WARE",15
"POTTERY, CHALCO GRAPHITE BLACK ON RED, INCISED",15
PLAIN WEAVE WITH CROSS-STITCH EMBROIDERY,15
TIE-DYED (JASPE),15
PLAITING,14
CROCHET,14
"EMBROIDERED, APPLIQUÉ",14
FLUTED,14
BRAIDED BAND,14
NOTCHED ON ONE SIDE.,14
"POTTERY, DECORATED W/ GEOMETRIC DESIGNS IN BLACK & RED PAINTED ON CREAM BASE, GLAZED",14
TWILLING WEAVE,14
DOUBLE-FACED INTERLOCKED TAPESTRY,14
CROSS-KNIT LOOP STITCH,14
"VARIOUS WARP STRIPES, PLAIDS AND IKAT",14
"SCULPTED, RED PIGMENT, PAINTED",14
"CARVED, EDGED",14
"POTTERY, TYPE CV",14
EARLY STYLE TYPE P,14
"POTTERY, AZTEC BLACK ON ORANGE III E",14
"POTTERY, EL PRISCO, BLACK",14
"POTTERY, NEGATIVE",14
PLAIN WEAVE (1X1),14
DOUBLECLOTH WITH POSITIVE/NEGATIVE FACES (1X1),14
"CARVED, ENGRAVED",13
"PERFORATED, INCISED",13
WICKERWORK,13
"NOTCHED, CARVED",13
TWILL-PLAITED,13
COMMERCIALLY PRINTED,13
WEFT TWINING,13
WEFT IKAT,13
BAKED,13
GLAZED RING,13
"APPLIQUÉ, EMBROIDERY",13
BOUND,13
FOLDED,13
WOODBLOCK PRINT,13
LACQUERED,13
PLAIN WEAVE; FOUR COLOR WEFT IKAT,13
NOTCHED HARDWOOD POINT,13
WHITE-ON-RED POTTERY BOWL.,13
PLAIN PLAITED,13
"POTTERY, BAKED",13
"POTTERY, COILED, PAINTED, VARNISHED",13
BRIDGE FEATHERED,13
"POTTERY, CARVED",13
"POTTERY, POLISHED RED",13
AZTEC BLACK ON ORANGE III B,13
"POTTERY, HIGH RELIEF, MOLD-MADE",13
"POTTERY, POLISHED WITH RED PAINT",13
DOUBLE CLOTH WITH POSITIVE AND NEGATIVE FACES (1 WARP X 1 & 2 WEFTS),13
DOUBLE CLOTH WITH POSITIVE/NEGATIVE FACES (1&2 WPS X 1&2 OR MORE WFS),13
"POTTERY, WHITE/RED",13
"CARVED, WRAPPED",12
USED AS GAME BY MEN AND CHILDREN,12
"CARVED, WOVEN",12
BLOCK PRINTED,12
WARP STRIPE,12
WEFT STRIPES,12
EARTHENWARE,12
"CARVED, OPENWORK, ENGRAVED",12
CALLIGRAPHY,12
PAINTED DECORATION.,12
"POTTERY, DECORATED W/ GEOMETRIC DESIGNS IN BROWN & RED PAINTED ON A CREAM BASE, GLAZED",12
SPIRALED BRIDGE FEATHERING,12
INTERLOCKED TAPESTRY,12
"PLAIN WEAVE, EMBROIDERY (STEM STITCH)",12
PLAIN WEAVE; STEM STITCH AND WRAPPING STITCH EMBROIDERY,12
"KNOTTED NETTING, BRAIDING, TIES",12
"POTTERY, MODELLED, INCISED",12
"POTTERY, BAY WARE",12
"POTTERY, TYPE CIA",12
"RED WARE, SLIP",12
TEO V,12
"POTTERY, PINK WARE",12
"POTTERY, MODIFIED BLACKWARE, INCISED",12
"POTTERY, BLACK AND RED ON BUFF, POLISHED",12
"POTTERY, CHILA WHITE",12
"POTTERY, LAKE TEXCOCO POLISHED REDWARE, WHITE ON RED, INCISED",12
"POTTERY, ORANGE RUBBED PLAIN, ORANGE FINE RUBBED",12
PLAIN WEAVE WITH CROSS-STITCH EMBROIDERY (1X1),12
DOUBLE CLOTH WITH POSITIVE AND NEGATIVE FACES (1 WARP X 1 & 2+ WEFTS),12
"PLAIN WEAVE, RIB WEFT STRIPES",12
DIAGONAL PLAITED,12
REVERSE APPLIQUE WORK AND EMBROIDERY,12
NETWORK,11
FILIGREE,11
PYRO DECORATION,11
"PLAITED, OVERLAY",11
MACHINE WOVEN,11
SUPPLEMENTARY WEFT,11
MOLDED,11
PLAIN WEAVE; WARP IKAT,11
PAINTED DECORATION,11
FILIGREE WORK,11
LOOSE WEAVE,11
ASYMMETRICALLY SERRATED POINT.,11
"POTTERY, DECORATED W/ GEOMETRIC DESIGNS PAINTED ON CREAM BASE, GLAZED",11
"POTTERY, DECORATED W/ GEOMETRIC DESIGNS IN BROWN & RED PAINTED ON CREAM BASE, GLAZED",11
"WOVEN, WITH PATTERNS WOVEN WITH THREAD",11
TUBULAR WEAVE,11
"DOUBLE-FACED COMPLIMENTARY WARP PATTERN, TUBULAR EDGING",11
IMPRESSED,11
"POTTERY, COYOTLATELCO",11
"POTTERY, HOLLOW",11
"POTTERY, LAS FLORES RED ON BUFF",11
"POTTERY, TANCOL BROWN ON BUFF",11
"POTTERY, HOLEWARE",11
PLAIN WEAVE WITH EMBROIDERY (1X1),11
PLAINWEAVE (1X1),10
BARBS,10
"PLAITED, CARVED, INCISED",10
PLAITED WRAPPING,10
STITCHING,10
KNOTTED,10
"RELIEF CARVED, PAINTED",10
"OPENWORK, CARVED",10
INDENTED,10
"BEADWORK, HANDSTITCHED",10
QUILL WEAVING,10
OPEN WEAVE,10
PLEATED,10
DAMASK WEAVE,10
"SHARPENED, BARBED",10
"POTTERY, ENAMELED",10
PAINTED.,10
APPLIQUE DECORATION.,10
BRIDGE FEATHERING,10
"WOVEN, DECORATED WITH BLACK STRIPES WOVEN INTO THE FABRIC",10
SPRANGED,10
CARVED PENDANT,10
DOUBLE-FACED INTERLOCKED TAPESTRY; OVERCASTING STITCHED EDGING,10
"PLAIN WEAVE, DOUBLE FACED SLIT TAPESTRY",10
WARP AND WEFT STRIPES (CHECKS),10
"SCULPTED, WHITE PIGMENT, PAINTED",10
POLISHED RED,10
TEO 4,10
TEXTURED,10
EARLY POLYCHROME,10
"LATE POLYCHROME, FLOWER DESIGN",10
"POTTERY, AZTEC BLACK ON ORANGE II A",10
"POTTERY, LOW RELIEF, MOLD-MADE",10
CLOISSONE,10
"POTTERY, BROAD LINE BLACK AND RED ON BUFF",10
"POTTERY, CULHUACAN BLACK ON ORANGE",10
"POTTERY, CHALCO PLAINWARE",10
"POTTERY, EMBOSSED, SAHUMADORES",10
"POTTERY, MICA WARE",10
"MODELLED, PUNCTATED",10
"PLAINWEAVE, BROCADE, EMBROIDERY",10
ORNAMENTED,9
"CARVED, PAINTED, PLAITED",9
LOW RELIEF CARVING,9
"CARVED IN HIGH RELIEF, INCISED",9
"INCISED, NOTCHED, PAINTED, TWISTED, WRAPPING",9
EDGE MOUNTED OR PLAITED,9
ENGRAVED?,9
"BRAIDED FINGER WEAVE, CEINTURE FLECHE",9
"BEADWORK, BRAID",9
HAND SEWN,9
"PATCH-WORK, APPLIQUE",9
QUILTED,9
NEEDLEWORK,9
SPLIT,9
DIAGONAL DOUBLE SURFACE PLAITING,9
"COTTON / PLAIN WEAVE (1X1), PAINTED",9
"WOVEN, BRAIDED",9
TIE DYE,9
GAUZE WEAVE,9
TWILL AND PLAIN WEAVE,9
"EMBROIDERY, MACHINE PRINTED",9
ENAMELED,9
"POTTERY, ENAMELED AND PAINTED",9
PIERCED,9
WOVEN AND PAINTED,9
TOP HALF PAINTED,9
"PLAIN-WEAVE, WARP FACE",9
TWINING,9
PLAITED PALM LEAVES.,9
"TOBACCO IN CORN LEAF TUBE, TIED",9
DECORATED WITH GEOMETRIC DESIGNS,9
TANGENTIAL BRIDGE FEATHERING SLIGHTLY SPIRALED,9
SHARPENED WOOD,9
"PLAIN PLAITED, BRAID",9
DRILLED HOLE,9
"PLAIN WEAVE, PIECED",9
MACHINE WOVEN AND STITCHED.,9
"POTTERY, RELIEF",9
CROSS-HATCHING,9
"POTTERY, LEAD GLAZE WARE, PLUMBATE WARE",9
TEO III,9
"POTTERY, REDWARE, HOLLOW, STAMPED",9
"POTTERY, RUST RED SMOOTH WARE, INCISED",9
"POTTERY, ZAQUIL, BLACK",9
PLAIN WEAVE (2X2),9
PLAIN WEAVE (1X1) WITH SOME CONTINUOUS SUPPLEMENTARY WARP PATTERN POS-NEG DESIGN,9
SERRATED,8
"PLAITED, NOTCHED",8
"INLAID, CARVED",8
"WRAPPED, INCISED",8
"PERFORATED, PYRO DECORATION",8
FIGURE-EIGHT NETTING,8
"INCISED, GROOVED",8
"PLAITED, CARVED, BARBED, INCISED",8
"PLAITED, INCISED, BARBED",8
MACHINE PRINTED,8
"SILKSCREEN, POLYCHROME",8
MACHINE MADE,8
PAINTED ON THE INSIDE,8
HAND LOOM,8
TWISTING,8
WICKER WORK,8
LINED,8
"INCISED, INSCRIBED",8
HAND EMBROIDERY,8
PLAIN WEAVE 1X1,8
"PAPIER MACHE, PAINTED",8
COMMERCIAL PRINTING,8
ONE SURFACE DYED RED,8
PAINTED ON ONE SIDE.,8
DOUBLE WEAVE; DESIGN IN BLACK AND WHITE; TWISTED FRINGE.,8
DRY BANANA LEAVES WRAPPED WITH MESH OF BARK,8
PYROGRAVED,8
"PLAIN WEAVE, WARP PATTERN",8
SINGLE FACE COMPLIMENTARY WARP PATTERN,8
"POTTERY, INCISED, PAINTED",8
"PLAIN WEAVE, STEM STITCH EMBROIDERY",8
DOUBLE FACED COMPLEMENTARY WARP PATTERNING,8
WARP PATTERN WEAVE,8
CUT PILE INTRODUCED INTO KNOTTED NETWORK,8
SINGLE-FACED COMPLIMENTARY WARP PATTERN,8
"SLIT TAPESTRY, WEFT FORMS FRINGE",8
"PLAIN WEAVE, PAINTING",8
PLAIN WEAVE; SLIT TAPESTRY; WOVEN TAB FRINGE,8
"FIBER V SPUN, CROCHET",8
"POTTERY, REDWARE, INCISED",8
"POTTERY, INCISED, REDWARE",8
"POTTERY, TYPE CIIIB",8
"POTTERY, TYPE CIIIA",8
RIDGED,8
PARTIALLY GROUND,8
TEO IV,8
TEO 2,8
"POTTERY, EARLY POLYCHROME",8
GRAPHITE BLACK ON RED,8
"POTTERY, WHITE SLIP",8
"POTTERY, AZTEC BLACK ON ORANGE II",8
"POTTERY, APPLIQUE",8
"POTTERY, INTERMEDIATE RELIEF, MOLD-MADE",8
"POTTERY, DICHROME",8
"POTTERY, SMITHEREDWARE, INCISED",8
"POTTERY, POLYCHROME, INCISED",8
"POTTERY, GROOVED, INCISED?",8
"POTTERY, LAKE TEXCOCO POLISHED REDWARE, WHITE ON RED",8
"POTTERY, AZTEC WARE",8
"POTTERY, COARSE ORANGE, PAINTED",8
"STAMPED, TOOLED",8
WEFT FACED (SLIT) TAPESTRY WEAVE,8
"GROOVED, PERFORATED",7
INCISED?,7
"BASKETRY, PAINTED",7
"CARVED, PERFORATED, POLISHED",7
"CARVED, POLISHED",7
LOW RELIEF,7
"PAINTED, PUNCTATE DECORATION",7
STEMMED,7
"PAINTED, BEADWORK EMBROIDERY",7
"BEAD WEAVING, BEADWORK EMBROIDERY",7
"HAND STITCHED, BEADWORK EMBROIDERY",7
LOOM WOVEN,7
"PATCH-WORK, APPLIQUE, MACHINE STITCHED",7
HAND COLORED,7
"HOMESPUN, EMBROIDERED",7
BEATEN,7
"TAPERED, PLAITED",7
SATIN STITCH EMBROIDERY,7
BATIK TULIS,7
WHEELTHROWN,7
HAND-MOLDED,7
POLYCHROME PAINTING,7
"WOODBLOCK PRINTED, DYED, HAND STITCHED",7
EMBROIDERY (BASMA COUCHING STITCH),7
WHITTLED,7
PAINTED ON BOTH SIDES.,7
MATTED ?,7
DOUBLE WEAVE; DESIGN IN RED AND WHITE; TWISTED FRINGE.,7
WOVEN BEAD BAND WITH BEADED BALL TASSEL.,7
"WOVEN BEADS, BEADED BALL TASSEL.",7
WOVEN BEADS,7
NETTED BAG; TWISTED FIBER HANDLE.,7
"POTTERY, UNFIRED CLAY.",7
VEGETABLE DYED,7
DECORATION IN BARNIZ DE PASTO TECHNIQUE.,7
PLAITED CANE TUBE,7
"POTTERY, DECORATED W/ GEOMETRIC DESIGNS IN BROWN & RED, PAINTED ON CREAM BASE, GLAZED",7
TWO SPIRAL BRIDGED FEATHERS,7
"WARP WHITE COTTON, WEFT CHAMBIRA PALM FIBER",7
HOLE DRILLED THROUGH BASE OF EACH TOOTH,7
"TWILL PLAITED, DYED",7
SPIRAL WRAPPING,7
WEFT-FACED PLAIN WEAVE WITH PAIRED WARPS; REINFORCED TAPESTRY,7
"PLAIN WEAVE WITH DISCONTINUOUS WARPS AND WEFTS, TIE-DYING, PLIED FRINGE",7
TUBULAR DOUBLE CLOTH,7
"PLAIN WEAVE, BROCADE",7
ANIMAL HAIR PILE SPIRAL WRAPPED AROUND CORD WITH PLANT FIBER CORE,7
"PLAITED, PLAID PATTERN",7
STRIP WEAVE,7
"MACHINE WOVEN, PRINTED",7
LOST-WAX,7
"CUT, PERFORATED",7
"SCULPTED, LIGHT PIGMENT, PAINTED",7
YELLOW WARE,7
MOSAIC,7
"BLACK WARE, INCISED",7
"POTTERY, FLUTED, PAINTED",7
"POTTERY, POLISHED",7
"POTTERY, OXBLOOD ON WHITE",7
"POTTERY, AZTEC BLACK ON ORANGE III B",7
AZTEC BLACK ON ORANGE IV,7
MAROON ON YELLOW,7
"POTTERY, DARK BROWN WARE",7
"POTTERY, REDDISH BROWN WARE, INCISED",7
"POTTERY, RUST RED ROUGH WARE",7
"POTTERY, ROUGH WARE, INCISED",7
"POTTERY, SAN PEDRO POLYCHROME",7
"POTTERY, WHITED INCISED WARE",7
"POTTERY, ZAQUIL REDWARE",7
"POTTERY, PUUC OR FLORESCENT MEDIUM PASTE SLATE WARE",7
"S-SPUN, PLAIN WEAVE, SELVEDGE EDGES",7
"POTTERY, WIDE BAND RED ON ROUGH",7
"POTTERY, CHALCO BRASERO",7
"POTTERY, PERIOD 3, INCISED",7
PLAIN WEAVE (1X1) PATTERNED WEFT STRIPES,7
"WOVEN, PLAITED",6
FLAX Z-SPUN CORD,6
PLAINWEAVE (1X1) WARP STRIPED,6
CARVED; PAINTED,6
"PLAITED, INCISED, CARVED, NOTCHED",6
PLAITED BASKETRY,6
BRAID,6
"PLAITED, FRINGED",6
"PLAITED, CARVED, BARBED",6
STITCHED,6
SCALLOPED,6
FELTED,6
"BEAD WEAVING, BRAID",6
"APPLIQUE, HAND STITCHED",6
COMPACT 2-STRAND S-TWIST ALTERNATE PAIR WEFT TWINING,6
REVERSE APPLIQUE,6
WARP FACED PLAIN WARP STRIPES W/CENTRAL WARP FLOAT PATTERNED STRIPE,6
"PLAIN WEAVE, PAINTED",6
"DIAGONAL TWILL WEAVE & PLAIN WEAVE, EMBROIDERY",6
QUILLWORK EMBROIDERY,6
WARP FACED PLAIN WEAVE W/SUPPLEMENTARY WEFT WRAPPING,6
HOLLOW,6
WEFT PATTERN STRIPES,6
TIE-DYE,6
"WEFT STRIPE, HAND LOOM",6
MOUNTED,6
BATIK DECORATION,6
"TWO-PLY, INCISED",6
TAPERED,6
COUCHED EMBROIDERY,6
ENAMEL,6
BLUE AND WHITE,6
EMBROIDERY; APPLIQUE,6
"WRAPPED, WOVEN",6
PLAIN WOVEN; APPLIQUE EMBROIDERY,6
IKAT DYING,6
"WOVEN, IKAT",6
LOOSELY WOVEN PLAIN WEAVE,6
OPEN-WEAVE,6
CLOSE-WEAVE,6
WOVEN HEADBAND; BEAD DECORATED.,6
NETTED.,6
INCISED DECORATION.,6
"WOVEN NECKBAND, BEADED; BEADED BALL TASSELS.",6
DRIED BIRDS,6
THREAD DECORATION.,6
COTTON THREAD BINDING DECORATED WITH BLACK PAINTED STRIPES,6
PLAITED ON THE BIAS,6
TANGENTIAL FEATHERING,6
PLAITED CROWN,6
TWILL PLAITED ON THE BIAS,6
HEXAGONAL WEAVE,6
Z-SPUN,6
TWISTED STRING,6
BRAIDED CORD,6
WOUND INTO BALL OF DOUBLED THREAD,6
WARP AND WEFT COTTON,6
STAINED,6
PYRO-DECORATED,6
"CRADLE: RIBBED TAPESTRY, VERTICAL WRAPPING OF HORIZONTAL ELEMENTS, BRAIDING",6
"PLYING, WRAPPING",6
"PLAIN WEAVE WITH PAIRED WARPS, PAINTING",6
"PLAIN WEAVE, SINGLE-FACED SUPPLEMENTARY WEFT PATTERNING",6
"PLAIN WEAVE, SLIT TAPESTRY",6
"PLAIN WEAVE, SINGLE-FACED SUPPLEMENTARY WEFT PATTERNING, OVERCASTING STITCHES",6
