text,count
"CLASSIC, circa A.D. 1 - 900",31
"FORMATIVE (MIDDLE PRECLASSIC), circa B.C. 1500 - A.D. 1",30
"LATE CLASSIC/EARLY POSTCLASSIC, circa A.D. 800 - 1000 (TOLTEC)",29
LOS ANGELES PHASE,29
ARCHAIC STYLE,28
600-1000AD?,26
LATE 19TH CENTURY?,26
LIP?,24
LIP AD 1000-1450,24
"FORMATIVE (LATE PRECLASSIC), circa B.C. 1500 - A.D. 1",24
"CLASSIC, circa A.D. 200 - 900 (MAYA)",23
ARCHAIC,23
"EARLY POSTCLASSIC, circa A.D. 950 - 1150 (MAZAPAN)",23
"LATE CLASSIC, circa A.D. 600 - 900 (MAYA/JAINA STYLE)",23
100 BC- AD 700,22
"CLASSIC, circa A.D. 250 - 600 (MAYA",22
LIP 1000-1450 A.D.,21
"FORMATIVE (EARLY PRECLASSIC), circa B.C. 1500 - A.D. 1",21
"POSTCLASSIC, circa A.D. 1200 - 1520 (PERIOD VI TYPE)",20
LIP AD 1000-1476,18
"CLASSIC, circa A.D. 1 - 900 (LAS REMOJADAS)",18
PERIODS I TO IV TYPES,18
100 BC - 700 AD,17
MH 600-1000 A.D.,17
"POSTCLASSIC, circa A.D. 900 - 1520",17
"POSTCLASSIC, circa A.D. 1200 - 1520? (AZTEC?)",17
"LATE CLASSIC, circa A.D. 600 - 800 (REMOJADAS STYLE)",17
600-1000 A.D.,16
"LATE CLASSIC, circa A.D. 600 - 900 (MAYA STYLE)",16
1450-1532 A.D.,15
MH 600-1000 AD,15
"CLASSIC, circa A.D. 1 - 400 (PERIOD III TYPE)",15
"POSTCLASSIC, circa A.D. 900 - 1520 (TARASCAN)",14
CLASSIC?,14
LIP OR LH,13
600-1000 AD,13
100 BC-AD 700,13
COLONIAL (CAT),13
"LATE HORIZON, 1450-1532 ?",12
1000-1532AD,12
"CLASSIC, circa A.D. 200 - 900? (MAYAN STYLE)",12
"EARLY POSTCLASSIC?, circa A.D. 950 - 1150? (MAZAPAN?)",12
1000-1476 A.D.,11
1000-1476 AD,11
LATE FORMATIVE,11
"PERIOD V TYPE, LATE CLASSIC/EARLY POSTCLASSIC, circa A.D. 750 - 1200",11
CLASSIC,11
"LATE FORMATIVE, circa B.C.300 - A.D. 300 (NAYARIT STYLE)",11
LERMA-NOGALES PHASE,11
1000-1460 A.D.,10
"LATE FORMATIVE/CLASSIC?, circa B.C.200 - A.D. 600",10
"LATE POSTCLASSIC, circa A.D. 1200 - 1520",10
PERIODS V AND VI,10
"POSTCLASSIC, circa A.D. 1200 - 1520 (AZTEC I TYPE)",10
LATE NASCA?,9
800-100BC,9
LATE,9
"CLASSIC, circa A.D. 200 - 900 (MAYAN)",9
"LATE CLASSIC, circa A.D. 600 - 900",9
COYOTLATELCO,9
"CLASSIC, circa A.D. 250 - 750 (TEOTIHUACAN STYLE)",9
"CLASSIC, circa A.D. 250 - 900 (MAYA STYLE)",9
"POSTCLASSIC, circa A.D. 1200 - 1500",9
LA SAITA PHASE,9
MIDDLE HORIZON?,8
600 AD - 1000 AD,8
"POSTCLASSIC?, A.D. 1000 - 1520",8
"CLASSIC, A.D. 250 - 900 (MAYA)",8
ALMAGRE PHASE,8
1450 AD-1532 AD,7
"LATE HORIZION, 1450-1532",7
600AD-1000AD,7
1450-1532AD,7
PROBABLY LIP OR LH 1000-1450 A.D.,7
"CLASSIC/POSTCLASSIC, A.D. 200 - 1520 (MAYAN AND POST-MAYAN",7
"CLASSIC, circa A.D. 200 - 900? (MAYA STYLE)",7
"FORMATIVE, circa B.C. 1500 - 1",7
"CLASSIC, circa A.D. 1 - 300 (TEOTIHUACAN I)",7
"POSTCLASSIC?, circa A.D. 900 - 1520",7
"POSTCLASSIC, circa A.D. 1200",7
ISLAMIC II,6
LH AD 1450-1532,6
100 BC- 700 AD,6
300 BC-700 AD,6
"LATE HORIZON, 1450-1532?",6
NASCA,6
LIP 1000-1476,6
"CLASSIC, circa A.D. 200 - 1000 (MONTE ALBAN III)",6
"CLASSIC, circa A.D. 300 - 450 (TEOTIHUACAN II)",6
"POSTCLASSIC?, circa A.D. 1200 - 1520 (NAHUA TYPE)",6
"CLASSIC, circa A.D. 1 - 900 (TEOTIHUACAN IV, A.D. 600 - 900)",6
POSTCLASSIC OR CLASSIC?,6
1000-1450 A.D.,5
INCA,5
600-1450AD,5
PROBABLY LH 1450-1532 A.D.,5
1000-1460 AD,5
"LATE INTERMEDIATE, 1000-1450",5
"MIDDLE HORIZON, 600-1000 AD",5
LATE HORIZON 1450-1532?,5
"CLASSIC, circa A.D. 200 - 1000",5
"CLASSIC?, circa A.D. 250 - 900 (MAYA?)",5
COLONIAL,5
"LATE CLASSIC/EARLY POSTCLASSIC, circa A.D. 800 - 1000? (TOLTEC?)",5
"POSTCLASSIC?, circa A.D. 1200 - 1520 (AZTEC STYLE)",5
HUASTECA,5
MIDDLE ZACATENCO,5
"LATE CLASSIC, circa A.D. 600 - 900 (CLASSIC VERACRUZ STYLE)",5
"LATE FORMATIVE, circa B.C. 400 - A.D. 200 (NAYARIT STYLE, LATE PRECLASSIC)",5
FORMATIVE,5
MOUSTERIAN,4
JYOMON,4
AD1450-1532,4
LIP 1000-1450 A.D.?,4
NASCA 100BC-700AD,4
LATE TIAHUANACO,4
1000-1476AD,4
"NASCA, 100 BC-700 AD",4
FORMATIVE (2000 BCE-200 CE),4
"CLASSIC, circa A.D. 200 - 700",4
"CLASSIC, circa A.D. 200 - 550 (MONTE ALBAN III-A)",4
"FORMATIVE, circa A.D. B.C. 500? - 100",4
FORMATIVE?,4
"CLASSIC, circa A.D. 250 - 750 (TEOTIHUACAN?)",4
"LATE FORMATIVE/EARLY CLASSIC, circa B.C. 300 - A,D. 500",4
"PRECLASSIC, circa B.C. 1200 - 500",4
"POSTCLASSIC, circa A.D. 900 - 1200",4
"POSTCLASSIC, circa A.D. 1200 - 1520 (AZTEC STYLE)",4
"LATE CLASSIC/EARLY POSTCLASSIC, circa A.D. 800 - 1000 (TOLTEC STYLE)",4
"FORMATIVE, circa B.C. 3000 - 2000? (LA PERRA PHASE)",4
HAN DYNASTY,3
100 BC - 1000 AD,3
200 B.C.-200 A.D.,3
MIDDLE HORIZON,3
INKA,3
AD1000-1450,3
NAZCA,3
PROBABLY LIP,3
PROBABLY LIP 1000-1450 A.D. OR LH,3
LH 1450-1532 A.D.,3
LIP AD1000-1450,3
LATE NASCA 500-700 A.D.,3
NASCA OR PARACAS,3
1000-1450AD?,3
1100-1476 A.D.,3
1000-1450AD OR 1450-1532AD,3
LATE 19TH CENTURY,3
PAINTED,3
"FORMATIVE?, circa B.C. 1500 - A.D. 1 (OLMEC?)",3
"(ORIGINAL) POSTCLASSIC?, circa A.D. 1000 - 1520",3
"CLASSIC, circa A.D. 450 - 600 (TEOTIHUACAN III)",3
"LATE CLASSIC/POSTCLASSIC, CIRVA A.D. 800 - 1520 (AZTEC/MAZAPAN TYPES)",3
COLONIAL? (V),3
PRECLASSIC,3
"LATE CLASSIC, circa A.D. 600-900 (MAYA)",3
"LATE CLASSIC, circa A.D. 600 - 900 (CLASSIC VERACRUZ)",3
"EARLY CLASSIC, circa A.D. 300 - 600 (CLASSIC VERACRUZ)",3
"LATE FORMATIVE/CLASSIC?, circa B.C.200 - A.D. 600 (JALISCO STYLE)",3
"LATE FORMATIVE/EARLY CLASSIC, circa B.C. 300 - A.D. 300",3
"POSTCLASSIC, AD 900-1500",3
PRE-CONQUEST,3
LATE 1800S,3
ROMAN,2
PROTOHISTORIC,2
HISSAR IIIB,2
HISSAR III C,2
SASSANIAN 224-651 AD,2
HARAPPAN LEVEL,2
BABYLONIAN,2
AD 1000- 1476,2
LIP AD 1000-1450?,2
LIP AD 1000-1450 OR LH AD 1450-1532,2
PROBABLY MH 600-1000 A.D.,2
LIP 1000-1450 AD,2
100BC-1000AD,2
LATE COASTAL AD 1450-1532.,2
600AD - 1000AD,2
MODERN OR COLONIAL?,2
100 BC -700 AD,2
800-1000 AD,2
MH?,2
1000-1450 AD,2
POST CONQUEST,2
LIP 1000-1450,2
TRANSITION?,2
17TH CENTURY,2
AD 1450 - 1532.,2
MODERN,2
1000AD - 1532AD,2
LIP ?,2
"LATE 19TH CENTURY (AUGUST 14, 1892)",2
"LATE 19TH CENTURY (AUGUST 15, 1892)",2
"LATE 19TH CENTURY (AUGUST 13, 1892)",2
"LATE 19TH CENTURY (AUGUST 18, 1892)",2
"LATE 19TH CENTURY (OCTOBER 23, 1892)",2
"LATE 19TH CENTURY (FEBRUARY 5, 1894)",2
"FORMATIVE, circa B.C.300 - A.D 300",2
"FORMATIVE, circa B.C. 300 - A.D. 300",2
"LATE POSTCLASSIC, circa A.D. 1520 - (POST CONQUEST)",2
COLONIAL (POST-CONQUEST),2
"FORMATIVE, circa B.C. 1200 - 500",2
"CLASSIC, circa A.D. 650 - 1000 (MONTE ALBAN III-B)",2
"FORMATIVE/CLASSIC, circa B.C. 100 - A.D. 200 (MONTE ALBAN II-III TRANSITION)",2
"LATE CLASSIC?, circa A.D. 500 - 900? (LATE MAYAN STYLE)",2
POST SPANISH,2
LATE CLASSIC/POSTCLASSIC,2
HOLMUL V,2
EARLY,2
LATE TICOMAN,2
LATE CLASSIC?,2
"LATE CLASSIC/EARLY POSTCLASSIC, circa A.D. 800 - 1000? (TOLTEC STYLE)",2
"FORMATIVE, circa B.C. 2000 - 200",2
TYPES I TO IV,2
ARCHAIC (?),2
"COLONIAL, circa A.D. 1660 - 1684 (ESPAGNO)",2
FORMATIVE (PRECLASSIC),2
"LATE FORMATIVE/EARLY CLASSIC, circa B.C. 300 - A.D. 500",2
LATE CLASSIC (A.D. 600-900),2
"FORMATIVE, circa B.C. 1000 - 500",2
"CLASSIC, circa A.D. 650 - 900 (MONTE ALBAN III-B)",2
"POSTCLASSIC, circa A.D. 1200 - 1520",2
"CLASSIC, circa A.D. 300 - 900",2
"LATE PRECLASSIC, circa 400 B.C. - A.D. 300",2
"REMOJADAS STYLE, LATE CLASSIC, circa A.D. 600 - 800",2
"CLASSIC, circa A.D. 200 (MEZCALA)",2
NOGALES PHASE,2
POSTCLASSIC (MAZAPAN),2
LATE FORMATIVE - EARLY CLASSIC,2
LATE POSTCLASSIC,2
LAVALLOIS?,1
MAGDALENIAN,1
337-323 B.C.; HELLENISTIC,1
527-565 A.D.,1
BRONZE AGE,1
500-300 BC,1
"500 BC - 100 BC (""SLATE-TOMB"" CULTURE)",1
HISSAR II?,1
HISSAR II B ?,1
HISSAR IIIC,1
"SASSANIAN, 224-561 AD",1
3RD DYNASTY OF UR,1
SUMERIAN?,1
ACHAEMENID,1
800 BC,1
ROMAN - 1ST CENT A.D.?,1
EGYPTO-ROMAN,1
1450 - 1532,1
100BD-700AD,1
500BC-700AD,1
100 BC - 700 AD NASCA?,1
100 BC -700 AD NASCA?,1
NASCA?,1
NASCA OR MH (600 - 1000 AD),1
MH OR LIP AD 600-1450,1
LIP OR LH 1000-1532 A.D.,1
100-700 AD,1
1450-1532AD?,1
800BC-100BC,1
1450-1532 AS,1
1450 - 1532 AD,1
200 BC-200 AD,1
200 BC- 200 AD,1
145-1532 AD,1
800-400 BC,1
MH 600- 1000 AD,1
NASCA 100 B.C.-700 A.D.,1
NASCA 100 BC-AD 700,1
PROBABLY PARACAS 800-100 B.C.,1
MH? (600-1000 AD),1
AD1000-1532,1
LIP OR LH 1000-1450 A.D.,1
AD 1000-1450,1
100 BC- AD700,1
"NAZCA, PHASE VIII",1
LATE INCA?,1
TIAHUANACO,1
AD 1450-1532,1
MH 600-100 AD,1
MH (600-1000 AD),1
LATE TIAHUANACO (CATALOGUE),1
TIAHUANACO III,1
LATE CENTRAL COAST,1
LATE INTERMEDIATE? 1000-1450?,1
LATE NASCA,1
MIDDLE HORIZON? LATE HORIZON?,1
PRECERAMIC,1
CUPISNIQUE,1
"LATE NASCA, 100 BC- AD 700",1
100 BC - AD 700,1
100 B.C.- 700 A.D.,1
LATE PERU,1
1100-1476 AD,1
PARACAS OR NASCA,1
100 BC-AD700,1
"NAZCA, PHASE III-IV",1
100BC-AD700,1
AD 1000-1476,1
100 BC-799 AD,1
800-700 AD,1
100 BC-700AD,1
LATE INTERMEDIATE,1
AD1000-1476,1
LIP 1000 - 1476,1
100BC - 700 AD,1
LATE HORIZON [1450 - 1532],1
MH 600-1000 AD ?,1
1450-1532,1
PASSED 1532,1
1532 A.D.,1
1000-700 AD,1
LIP AD 1000-1476 OR LHAD 1450-1532,1
LIP 1000- 1476,1
LIP AD 1000 - 1476,1
100 BC-800 AD,1
1100-1476AD,1
LIP 1000-1450 AD OR LH 1450-1532 AD,1
"100 B.C.-700 A.D., 1450-1532 A.D.",1
20TH CENTURY,1
TRANSITION,1
"MIDDLE HORIZON, 600-800 AD",1
INCA?,1
LIP(1400-1450),1
LIP (AD 1000-1450),1
LATE 16TH CENTURY,1
18TH CENTURY,1
16TH-17TH CENTURY,1
LATE HORIZON,1
1000-1460AD,1
LH AD 1450 - 1532,1
AD 1450 - 1532,1
PROBABLY LIP OR MH 1000-1450 A.D.,1
1000- 1460 AD,1
LIP 1000-1476 A.D.,1
LIP OR LH 1450- 1532?,1
PROBABLY LIP 1000-1450 AD OR LH.,1
LIP AD 1000- 1450,1
LIP AD 1000 - 1450,1
100 BC - 100 AD,1
AD1000 - 1460,1
AD 1450 - 1532?,1
LATE INTERMEDIATE.,1
"LATE 19TH CENTURY (AUGUST 19, 1892)",1
"LATE 19TH CENTURY (JULY 10, 1892)",1
"LATE 19TH CENTURY (JULY 14, 1892)",1
"LATE 19TH CENTURY (JULY 23, 1892)",1
"LATE 19TH CENTURY (JULY 27, 1892)",1
"LATE 19TH CENTURY (AUGUST 10, 1892)",1
"LATE 19TH CENTURY (AUGUST 16, 1892)",1
"LATE 19TH CENTURY (DECEMBER 3, 1892)",1
"LATE 19TH CENTURY (DECEMBER 18, 1892)",1
"LATE 19TH CENTURY (DECEMBER 23, 1892)",1
"LATE 19TH CENTURY (DECEMBER 24, 1892)",1
"LATE 19TH CENTURY (DECEMBER 26, 1892)",1
"LATE 19TH CENTURY (MARCH 25, 1893)",1
"LATE 19TH CENTURY (MARCH 27, 1893)",1
"LATE 19TH CENTURY (APRIL 4, 1893)",1
"LATE 19TH CENTURY (FEBRUARY 21, 1894)",1
"LATE 19TH CENTURY (FEBRUARY 23, 1894)",1
"LATE 19TH CENTURY (OCTOBER 11, 1892)",1
"LATE 19TH CENTURY (SEPTEMBER 13, 1892)",1
"LATE 19TH CENTURY (SEPTEMBER 23, 1892)",1
"LATE 19TH CENTURY (OCTOBER 12, 1892)",1
"LATE 19TH CENTURY (OCTOBER 13, 1892)",1
"LATE 19TH CENTURY (OCTOBER 14, 1892)",1
"LATE 19TH CENTURY (OCTOBER 28, 1892)",1
"LATE 19TH CENTURY (MAY 2, 1893)",1
"LATE 19TH CENTURY (MAY 9, 1893)",1
"LATE 19TH CENTURY (MAY 13, 1893)",1
"LATE 19TH CENTURY (FEBRUARY 14, 1894)",1
"LATE 19TH CENTURY (FEBRUARY 16, 1894)",1
"LATE 19TH CENTURY (JANUARY 8, 1893)",1
"LATE 19TH CENTURY (FEBRUARY 2, 1893)",1
"LATE 19TH CENTURY (FEBRUARY 12, 1893)",1
"LATE 19TH CENTURY (JANUARY 30, 1893)",1
"LATE 19TH CENTURY (FEBRUARY 7, 1893)",1
"LATE 19TH CENTURY (FEBRUARY 17, 1893)",1
"LATE 19TH CENTURY (MARCH 4, 1893)",1
"LATE 19TH CENTURY (FEBRUARY 3, 1893)",1
"LATE 19TH CENTURY (FEBRUARY 26, 1893)",1
"LATE 19TH CENTURY (AUGUST 4, 1893)",1
"LATE 19TH CENTURY (FEBRUARY 27, 1894)",1
"LATE 19TH CENTURY (MAY 3, 1894)",1
"LATE 19TH CENTURY (MAY 16, 1894)",1
"LATE 19TH CENTURY (FEBRUARY 3, 1894)",1
"LATE 19TH CENTURY (DECEMBER 15, 1893)",1
"LATE 19TH CENTURY (DECEMBER 18, 1893)",1
"LATE 19TH CENTURY (JANUARY 13, 1894)",1
"LATE 19TH CENTURY (JANUARY 21, 1894)",1
"LATE 19TH CENTURY (FEBRUARY 2, 1894)",1
"LATE 19TH CENTURY (JANUARY 25, 1894)",1
"LATE 19TH CENTURY (JANUARY 31, 1894)",1
"LATE 19TH CENTURY (SEPTEMBER 29, 1894)",1
"LATE 19TH CENTURY (OCTOBER 11, 1894)",1
"LATE 19TH CENTURY (NOVEMBER 22, 1894)",1
"LATE 19TH CENTURY (JANUARY 19, 1895)",1
"LATE 19TH CENTURY (JANUARY 20, 1895)",1
"LATE 19TH CENTURY (JUNE 26, 1895)",1
"LATE 19TH CENTURY (MAY 26, 1895)",1
"LATE 19TH CENTURY (MAY 31, 1895)",1
"LATE 19TH CENTURY (JUNE 3, 1895)",1
"LATE 19TH CENTURY (JANUARY 27, 1895)",1
"LATE 19TH CENTURY (FEBRUARY 10, 1895)",1
"LATE 19TH CENTURY (FEBRUARY 15, 1895)",1
"LATE 19TH CENTURY (FEBRUARY 13, 1895)",1
"LATE 19TH CENTURY (FEBRUARY 18, 1895)",1
"LATE 19TH CENTURY (FEBRUARY 23, 1895)",1
"LATE 19TH CENTURY (FEBRUARY 25, 1895)",1
"LATE 19TH CENTURY (MARCH 17, 1895)",1
"LATE 19TH CENTURY (MARCH 18, 1895)",1
"LATE 19TH CENTURY (MARCH 21, 1895)",1
"LATE 19TH CENTURY (APRIL 5, 1895)",1
"LATE 19TH CENTURY (APRIL 10, 1895)",1
"LATE 19TH CENTURY (BOLIVIA, APRIL 20, 1895)",1
"LATE 19TH CENTURY (AUGUST 16, 1895)",1
"LATE 19TH CENTURY (JANUARY 28, 1896)",1
"LATE 19TH CENTURY (FEBRUARY 6, 1896)",1
"LATE 19TH CENTURY (FEBRUARY 18, 1896)",1
"LATE 19TH CENTURY (FEBRUARY 7, 1896)",1
"LATE 19TH CENTURY (DECEMBER 14, 1896)",1
"LATE 19TH CENTURY (AUGUST 25, 1895)",1
"LATE 19TH CENTURY (APRIL 5, 1896)",1
"LATE 19TH CENTURY (MARCH 3, 1898)",1
"LATE 19TH CENTURY (APRIL 4, 1898)",1
"LATE 19TH CENTURY (MAY 12, 1898)",1
"LATE 19TH CENTURY (JANUARY 14, 1899)",1
"LATE 19TH CENTURY (JULY 7, 1897)",1
"LATE 19TH CENTURY (JULY 11, 1897)",1
"LATE 19TH CENTURY (SEPTEMBER 7, 1897)",1
"LATE 19TH CENTURY (JANUARY 23, 1899)",1
"LATE 19TH CENTURY (FEBRUARY 1, 1899)",1
"LATE 19TH CENTURY (FEBRUARY 27, 1899)",1
"LATE 19TH CENTURY (FEBRUARY 22, 1899)",1
"LATE 19TH CENTURY (APRIL 8, 1899)",1
"LATE 19TH CENTURY (APRIL 22, 1899)",1
"LATE 19TH CENTURY (SEPTEMBER 16, 1899)",1
"LATE 19TH CENTURY (MAY 3, 1899)",1
"LATE 19TH CENTURY (MAY 26, 1899)",1
"LATE 19TH CENTURY (MARCH 17, 1896)",1
"LATE 19TH CENTURY (MARCH 23, 1896)",1
"LATE 19TH CENTURY (MARCH 26, 1896)",1
"LATE 19TH CENTURY (APRIL 21, 1896)",1
"LATE 19TH CENTURY (JANUARY 10, 1896)",1
"FORMATIVE, circa B.C. 300 - 100 (MONTE ALBAN II)",1
"LATE CLASSIC, circa A.D. 450 - 900",1
INCISED,1
"LATE FORMATIVE/EARLY CLASSIC, circa B.C. 200 - A.D. 200",1
"CLASSIC, circa A.D. 1 - 900 (TEOTIHUACAN III, A.D.450 - 600)",1
"FORMATIVE, circa B.C. 1500 - A.D. 1? (OLMEC)",1
"FORMATIVE, circa B.C. 1500 - A.D. 1 (OLMEC)",1
"FORMATIVE, circa B.C. 400 - A.D. 200",1
"CLASSIC, circa A.D. 200 - 1200",1
"FORMATIVE/EARLY CLASSIC, circa B.C. 100 - A.D. 200 (MONTE ALBAN II - II",1
"LATE FORMATIVE/CLASSIC, circa B.C. 900 - 300 (MONTE ALBAN I (?))",1
"LATE CLASSIC, circa A.D. 650 - 1000 (MONTE ALBAN III-B)",1
"CLASSIC, circa A.D. 300 - 600",1
"LATE POSTCLASSIC, A.D. 1519",1
VC?,1
"PAINTED, INCISED",1
"CLASSIC, circa A.D. 100 - 900",1
"LATE POSTCLASSIC, circa A.D. 1200 - 1300",1
"CLASSIC, circa A.D. 1 - 900 (MAYA)",1
CARBONIFEROUS AGE,1
"POSTCLASSIC?, A.D. 900 - 1520? (POST MAYAN?)",1
"CLASSIC/POSTCLASSIC, A.D. 200 - 1520 (MAYAN AND POST-MAYAN)",1
"LATE CLASSIC, circa A.D. 600 - 900 (MAYA",1
LATE ARCHAIC?,1
"EARLY POSTCLASSIC, circa A.D. 900 - 1200",1
"CLASSIC, B.C. 100 - A.D. 700",1
HOLMUL I,1
HOLMUL III,1
HOLMUL II,1
HOLMUL IV,1
PRECLASSIC (MCAH),1
"LATE FORMATIVE, circa B.C. 900-50",1
"FORMATIVE?, circa 2000 B.C. - A.D. 200",1
COLONIAL?,1
EARLY TEOTIHUACAN,1
"CLASSIC/POSTCLASSIC, circa A.D. 250 - 1520 (AZTEC - TEOTIHUACAN)",1
"CLASSIC/POSTCLASSIC, circa A.D. 250 - 1520 (TEOTIHUACAN - AZTEC)",1
"CLASSIC, circa A.D. 1 - 900 (TEOTIHUACAN I, A.D.1 - 300)",1
"FORMATIVE, circa B.C. 600 - 300",1
LATE CLASSIC -EARLY POSTCLASSIC,1
EARLY ZACATENCO,1
"FORMATIVE?, circa B.C.100 - 0? (ARCHAIC TEOTIHUACAN?)",1
"FORMATIVE?, circa B.C.100 - 0 (ARCHAIC TEOTIHUACAN?)",1
"CLASSIC, circa A.D. 450 - 600 (TEOTIHUACAN III?)",1
"EARLY POSTCLASSIC?, circa A.D. 950 - 1150? (MAZAPAN TYPE",1
EARLY MAZAPAN TYPE (V),1
"CLASSIC/POSTCLASSIC, circa A.D. 250 - 1520 (TEOTIHUACAN, MAZAPAN AND AZTEC TYPE)",1
MAZAPAN AND AZTEC TYPE (V),1
GUALUPITA/CERRO DE LA ESTRELLA TYPE (V),1
"LATE CLASSIC/POSTCLASSIC, circa A.D. 800 - 1520 (AZTEC/MAZAPAN TYPES)",1
EARLY AND AZTEC TYPE (V),1
"FORMATIVE?, circa 2000 B.C. - A.D. 200( GUALUPITA STYLE)",1
"POSTCLASSIC, circa A.D. 900 - 1520 (AZTEC AND COYOTLATELCO TYPE)",1
MAZAPAN? (V),1
MAZAPAN?,1
"POSTCLASSIC, circa A.D. 1000 - 1521 (AZTEC)",1
TICOMAN TYPE (V),1
POSTCLASSIC? POST-CONQUEST?,1
"EARLY POSTCLASSIC?, circa A.D. 950 - 1150? (MAZAPAN CULTURE)",1
EARLY CLASSIC?,1
MIDDLE CLASSIC?,1
"CLASSIC, circa A.D. 500 - 800",1
"EARLY POSTCLASSIC?, circa A.D. 950 - 1150? (MAZAPAN STYLE?",1
"POSTCLASSIC, circa B.C. 900 - 1520",1
LATE AZTEC,1
MIDDLE,1
"POSTCLASSIC, circa A.D. 1000 - 1520 (AZTEC)",1
"POSTCLASSIC, circa A.D. 1200 - 1520 (PERIOD VI LEVEL)",1
PERIOD V LEVEL,1
"CLASSIC, circa A.D. 400 - 750 (PERIOD IV LEVEL)",1
"CLASSIC, circa A.D. 1 - 400 (PERIOD III LEVEL)",1
POSTCLASSIC (LAS FLORES PHASE),1
COLONIAL (EARLY COLONIAL),1
"PERIOD VII TYPE, POSTCLASSIC, A.D. 900 - 1520",1
"PERIOD VI TYPE, POSTCLASSIC, A.D. 900 - 1520",1
PREHISTORIC ?,1
"CLASSIC, circa A.D. 150 - 750 (TEOTIHUACAN)",1
"MIDDLE FORMATIVE, circa B.C. 900 - 300",1
"POSTCLASSIC, circa A.D. 1200 - 1520 (AZTEC II)",1
ARCHAIC?,1
"CLASSIC, circa A.D. 1 - 300? (TEOTIHUACAN I?)",1
"LATE FORMATIVE, circa B.C. 300 - 100 (MONTE ALBAN II)",1
"CLASSIC?, circa A.D. 200 - 900 (MAYA STYLE?)",1
"CLASSIC, circa A.D. 250 - 600 (MAYA)",1
LATE CLASSIC,1
LATE PRECLASSIC/EARLY CLASSIC,1
PRECLASSIC?,1
CLASSIC MAYA,1
"CLASSIC, circa A.D. 200 - 900",1
EARLY CLASSIC,1
"LATE CLASSIC, circa A.D. 700 - 900",1
"FORMATIVE (PRECLASSIC, MORELOS STYLE)",1
"OLMEC STYLE, MIXTEC STYLE",1
FORMATIVE (PRECLASSIC STYLE),1
circa A.D. 850-1100,1
"LATE FORMATIVE/EARLY CLASSIC, circa A.D. 1 - 500",1
"FORMATIVE, circa B.C. 1500 - A.D. 1 (PRECLASSIC, GUATEMALAN STYLE)",1
"PRECLASSIC?, circa B.C. 1200 - 500",1
CLASSIC-PRECLASSIC?,1
PRECLASSIC (1200-500 B.C.),1
"PRECLASSIC, circa B.C. 1500 - 500",1
"CLASSIC, MONTE ALBAN I, circa B.C. 500 - 200",1
"FORMATIVE/CLASSIC, circa B.C. 100 - A.D. 200 (MONTE ALBAN II-III TRANS.?)",1
